x, y
0,0.976391
0.01,1.253746
0.02,1.377924
0.03,1.250677
0.04,0.736553
0.05,1.317011
0.06,0.891091
0.07,1.623846
0.08,1.490349
0.09,1.460447
0.1,1.608378
0.11,1.439546
0.12,1.011776
0.13,1.887656
0.14,1.083806
0.15,1.463996
0.16,1.873636
0.17,1.503544
0.18,1.720217
0.19,1.449020
0.2,1.450161
0.21,1.514649
0.22,1.681200
0.23,1.587270
0.24,1.779654
0.25,1.949171
0.26,1.318990
0.27,1.665222
0.28,1.909570
0.29,1.273101
0.3,1.503995
0.31,1.943473
0.32,1.360855
0.33,1.453692
0.34,1.576139
0.35,1.532993
0.36,1.938462
0.37,1.062950
0.38,1.783883
0.39,1.068475
0.4,0.822643
0.41,1.665817
0.42,1.119037
0.43,0.941787
0.44,1.336261
0.45,1.053027
0.46,1.245645
0.47,1.066693
0.48,1.112001
0.49,0.602746
0.5,0.900559
0.51,0.885136
0.52,0.550532
0.53,0.761491
0.54,0.073759
0.55,0.624767
0.56,-0.108266
0.57,0.118283
0.58,0.451588
0.59,0.028971
0.6,0.319365
0.61,0.180733
0.62,-0.099052
0.63,-0.758417
0.64,-0.598151
0.65,-0.001257
0.66,-0.610649
0.67,-0.424295
0.68,-0.776502
0.69,-0.855534
0.7,-1.238408
0.71,-1.280668
0.72,-1.010236
0.73,-1.026378
0.74,-1.482445
0.75,-0.981805
0.76,-1.511243
0.77,-1.070811
0.78,-1.570352
0.79,-1.732454
0.8,-1.949880
0.81,-1.221329
0.82,-1.397081
0.83,-1.786911
0.84,-1.684528
0.85,-1.975099
0.86,-1.762574
0.87,-1.797053
0.88,-2.102178
0.89,-1.900377
0.9,-2.326590
0.91,-1.810050
0.92,-2.188557
0.93,-1.939469
0.94,-1.948656
0.95,-2.084260
0.96,-1.962144
0.97,-1.963849
0.98,-1.942627
0.99,-1.974357
1,-2.018672
1.01,-2.320889
1.02,-1.922488
1.03,-2.349795
1.04,-2.025869
1.05,-2.330681
1.06,-2.065159
1.07,-1.801181
1.08,-1.767926
1.09,-1.731844
1.1,-1.699656
1.11,-1.651544
1.12,-1.607510
1.13,-1.975176
1.14,-1.215051
1.15,-1.616648
1.16,-1.745582
1.17,-0.999828
1.18,-1.142756
1.19,-1.109159
1.2,-0.876080
1.21,-1.443435
1.22,-1.190228
1.23,-0.818162
1.24,-0.590087
1.25,-0.887152
1.26,-0.365789
1.27,-0.332931
1.28,-1.044556
1.29,-0.337009
1.3,-0.311491
1.31,-0.454971
1.32,0.124132
1.33,-0.449045
1.34,-0.635405
1.35,-0.507267
1.36,-0.275078
1.37,0.335582
1.38,-0.264943
1.39,-0.256887
1.4,0.263164
1.41,0.062072
1.42,-0.197157
1.43,0.544236
1.44,0.766191
1.45,0.617296
1.46,0.132852
1.47,0.300367
1.48,0.711300
1.49,0.552803
1.5,0.655223
1.51,0.986297
1.52,0.518772
1.53,1.328182
1.54,0.952940
1.55,1.416592
1.56,1.293701
1.57,0.980679
1.58,0.588002
1.59,1.388515
1.6,1.532853
1.61,1.013190
1.62,1.522228
1.63,1.374042
1.64,1.250854
1.65,1.090472
1.66,1.461639
1.67,0.886760
1.68,1.012140
1.69,0.786188
1.7,1.474498
1.71,1.215518
1.72,1.112612
1.73,1.532068
1.74,0.662244
1.75,1.224802
1.76,1.018234
1.77,1.093626
1.78,0.773382
1.79,1.361220
1.8,0.989319
1.81,0.742533
1.82,1.227680
1.83,0.611364
1.84,1.408300
1.85,0.736906
1.86,1.129601
1.87,1.201027
1.88,0.490329
1.89,0.565615
1.9,0.833460
1.91,0.737339
1.92,0.938101
1.93,0.477330
1.94,0.393736
1.95,0.482938
1.96,0.858400
1.97,0.707853
1.98,0.459381
1.99,0.120921
2,0.395946
2.01,0.834861
2.02,0.429694
2.03,0.608618
2.04,0.087350
2.05,0.430099
2.06,-0.175390
2.07,0.308182
2.08,0.447846
2.09,0.043349
2.1,0.264583
2.11,0.369141
2.12,-0.336982
2.13,0.050045
2.14,0.318275
2.15,0.484125
2.16,-0.246661
2.17,0.412124
2.18,0.227667
2.19,-0.132814
2.2,-0.145832
2.21,0.215543
2.22,0.366644
2.23,-0.280720
2.24,-0.444875
2.25,0.071207
2.26,-0.112336
2.27,-0.032684
2.28,-0.200875
2.29,-0.206706
2.3,-0.194364
2.31,0.113030
2.32,-0.102073
2.33,0.448878
2.34,0.284484
2.35,-0.505225
2.36,0.224352
2.37,-0.112816
2.38,0.199835
2.39,-0.328630
2.4,0.453699
2.41,0.023545
2.42,0.062758
2.43,-0.160775
2.44,0.217224
2.45,0.646607
2.46,0.330138
2.47,-0.273591
2.48,-0.028506
2.49,0.716182
2.5,0.422155
2.51,0.234700
2.52,0.654251
2.53,0.149708
2.54,0.197340
2.55,0.107272
2.56,0.107272
